Taxon Abundance from Lake Ontario,,,,,,,,,
Schmidt Lab, 2023,,,,,,,,,
sample_id,Proteobacteria,Actinobacteriota,Bacteroidota,Chloroflexi,Verrucomicrobiota,Cyanobacteria,Lot_Number,,
Sep_43_B,0.4750424903837557,0.14116870918686822,0.072457285982646,0.005154754450308614,0.11356114142588777,0.14148179622506485,172033163,MiSeq
Sep_29_E,0.4532027397871533,0.18427745922670175,0.08144619709511161,0.006882934338814395,0.12767452756520375,0.1136520827290779,NA,MiSeq
Sep_62_B,0.4445189001548922,0.22247366281816092,0.11902538695609188,0.008414715866023662,0.07473278333754435,0.08943107293119928,NA,MiSeq
May_8_E,0.44319281443068753,0.1948738307322036,0.2632806490831948,0.05237823487085329,0.03761506587598938,6.947373644641838e-4,172033163,MiSeq
Sep_62_E,0.44124389783423684,0.20572502270050613,0.09990919797538457,0.005726820760399528,0.10034073234979457,0.10234556913090771,NA,MiSeq
May_38_E,0.4396651527295396,0.17521595867842193,0.3104016386143022,0.016430670585092174,0.03927331017900079,8.014961261020571e-4,172033163,MiSeq
Sep_12_E,0.43588136704802166,0.21974786854186404,0.07703854842235662,0.00970633243459885,0.10388399038111201,0.11340085987029075,172033163,MiSeq
May_17_E,0.4351187991214858,0.19107690632203736,0.21576243805928202,0.08498357323071895,0.057520919173034694,0.0012887299656943712,172033163,MiSeq
May_66_E,0.4313813017883545,0.13930195575147164,0.3150684931506849,0.02050609602990821,0.06927433529559468,0.0014228719694222023,172033163,MiSeq
Sep_8_B,0.42888987962550174,0.16255450561638915,0.11755814838576387,0.004828028663701705,0.16453356241096964,0.0886443460957124,NA,MiSeq
Sep_48_B,0.42748339624444526,0.208342491280042,0.0683740264704477,0.006450379855702614,0.1257107362989154,0.11753069903005399,NA,MiSeq
Sep_33_E,0.42008718220072033,0.22610678559729883,0.09826895456950639,0.004245722780759443,0.08853024919998992,0.12263461586917632,NA,MiSeq
May_64_B,0.4198061111792859,0.15113160247532564,0.038251845099311045,0.2272145574391248,0.0949108567221219,2.4542888697999754e-4,172033163,MiSeq
Sep_48_E,0.30229937755950453,0.4160404702883741,0.0900557165836487,0.01245658069579678,0.08251804766604244,0.05866171408145345,NA,MiSeq
Sep_55_E,0.4144140133768095,0.21094628131364276,0.08108438964131898,0.005931646950154134,0.08653749846979089,0.15275381995837833,NA,MiSeq
May_12_B,0.41209857597436284,0.12889575951795265,0.08065717316242016,0.1946356435196678,0.1324953171898626,2.48245356683442e-4,172033163,MiSeq
May_29_B,0.4100638943269583,0.2801239162704644,0.11036292838241936,0.13064991502269646,0.06055977454123013,0,172033163,MiSeq
Sep_48_M,0.2685379599955797,0.40637338128773653,0.10660143260430588,0.010558675494027468,0.07091692703362501,0.09605280342378364,NA,MiSeq
May_35_E,0.2735302874913155,0.254507559466702,0.40546531246898465,0.017401660766864065,0.030866443907764586,1.654150263009892e-4,172033163,MiSeq
May_33_B,0.4034387089961311,0.16240268031142302,0.08615012431960217,0.16458187333800534,0.1366075628557989,2.399992320024576e-4,172033163,MiSeq
Sep_66_E,0.36384857892330286,0.40219719394508213,0.06281134936105695,0.010769378865545208,0.06613240921233124,0.05577214641542127,NA,MiSeq
May_48_E,0.2261881135215181,0.3996763507014945,0.2217150359525518,0.0599361861288796,0.08856082927499503,1.2213181075675924e-4,172033163,MiSeq
Sep_35_B,0.27006294256490965,0.39714895026709174,0.11000455505403953,0.047300095242039,0.1049629384239513,0.024297072342540065,NA,MiSeq
Sep_64_E,0.29617037501886584,0.3936784576644132,0.09560161096856702,0.00793568835542987,0.06617045445518599,0.08351934671570536,NA,MiSeq
